ma_san_pham,ten_san_pham,avg_so_sao,total_positive,total_negative,most_popular_positive_word,most_popular_negative_word,mo_ta
200400041,"Kem Chống Nắng Bioderma Dành Cho Da Dầu, Mụn SPF30 40ml",4.0,1,0,tốt,,"Bioderma Photoderm AKN Mat SPF30 là sản phẩm kem chống nắng chuyên biệt dành cho làn da dầu, mụn, nhạy cảm từ thương hiệu dược mỹ phẩm Bioderma, mang lại hiệu quả 2 trong 1 chỉ số chống nắng cao và ngăn ngừa sự phát triển của mụn. Kết cấu mịn màng, không màu, không bết dính hay để lại vệt trắng.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
200500095,Mặt Nạ Ngủ Môi Laneige Hương Quả Mọng 20g,4.7368421052631575,18,0,"tốt, thích, ổn, rất_tốt, rất_thích",,"Mặt Nạ Ngủ Môi Laneige Lip Sleeping Mask EX là dòng sản phẩm mặt nạ môi bán chạy nhất của thương hiệu mỹ phẩm cao cấp Laneige (Hàn Quốc), giúp chăm sóc cho đôi môi bạn ngay cả trong giấc ngủ. Sản phẩm nhẹ nhàng làm sạch tế bào chết trên môi, làm cho đôi môi trở nên mềm mại và đàn hồi hơn, cùng với mùi thơm nhẹ nhàng từ các chiết xuất tự nhiên.
    Hãy trải nghiệm cảm giác đôi môi được chăm sóc mềm mại vào ban đêm với Mặt Nạ Ngủ Môi Laneige Lip Sleeping Mask EX!
Dòng sản phẩm nay đã có mặt tại Hasaki với 3 mùi hương tươi mới cho bạn lựa chọn:



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
200500283,[Mini] Mặt Nạ Ngủ Môi Laneige Hương Quả Mọng 8g,4.7368421052631575,18,0,"tốt, thích, ổn, rất_tốt, rất_thích",,"Mặt Nạ Ngủ Môi Laneige Lip Sleeping Mask EX là dòng sản phẩm mặt nạ môi bán chạy nhất của thương hiệu mỹ phẩm cao cấp Laneige (Hàn Quốc), giúp chăm sóc cho đôi môi bạn ngay cả trong giấc ngủ. Sản phẩm nhẹ nhàng làm sạch tế bào chết trên môi, làm cho đôi môi trở nên mềm mại và đàn hồi hơn, cùng với mùi thơm nhẹ nhàng từ các chiết xuất tự nhiên.
    Hãy trải nghiệm cảm giác đôi môi được chăm sóc mềm mại vào ban đêm với Mặt Nạ Ngủ Môi Laneige Lip Sleeping Mask EX!
Dòng sản phẩm nay đã có mặt tại Hasaki với 3 mùi hương tươi mới cho bạn lựa chọn:



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
200500293,[Mini] Mặt Nạ Ngủ Môi Laneige Hương Quả Mọng 3g,4.684210526315789,18,1,"tốt, thích, ổn, rất_tốt, hài_lòng, chất_lượng, rất_thích",,"Mặt Nạ Ngủ Môi Laneige Lip Sleeping Mask EX là dòng sản phẩm mặt nạ môi bán chạy nhất của thương hiệu mỹ phẩm cao cấp Laneige (Hàn Quốc), giúp chăm sóc cho đôi môi bạn ngay cả trong giấc ngủ. Sản phẩm nhẹ nhàng làm sạch tế bào chết trên môi, làm cho đôi môi trở nên mềm mại và đàn hồi hơn, cùng với mùi thơm nhẹ nhàng từ các chiết xuất tự nhiên.
    Hãy trải nghiệm cảm giác đôi môi được chăm sóc mềm mại vào ban đêm với Mặt Nạ Ngủ Môi Laneige Lip Sleeping Mask EX!
Dòng sản phẩm nay đã có mặt tại Hasaki với 3 mùi hương tươi mới cho bạn lựa chọn:



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
200900037,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 59ml,4.571428571428571,20,0,"tốt, sạch, thích, phù_hợp, rất_thích, chất_lượng","dị_ứng, khó_chịu","Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser phiên bản mới ra mắt năm 2022 từ thương hiệu Cetaphil với công thức khoa học mới cho làn da nhạy cảm, giúp làm sạch da, loại bỏ bụi bẩn, phù hợp cho mọi loại da, không làm khô da và duy trì hàng rào bảo vệ da suốt ngày dài.
Được chứng minh lâm sàng có khả năng làm sạch sâu, loại bỏ hoàn toàn bụi bẩn, và tạp chất trên da một cách dịu nhẹ nhưng vẫn duy trì độ ẩm tự nhiên để bảo vệ da khỏi tình trạng khô ráp, Sữa Rửa Mặt Cetaphil Mới với công thức lành tính không gây kích ứng sẽ an toàn cho mọi loại da, kể cả da nhạy cảm.
Sữa Rửa Mặt Dịu Lành Cho Da Nhạy Cảm Cetaphil Gentle Skin Cleanser hiện đã có mặt tại Hasaki với 6 dung tích cho bạn lựa chọn:
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 59ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 125ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 250ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 473ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 500ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 1000ml


  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201100040,Cây Nặn Mụn Vacosi 2 Đầu NM01,5.0,1,0,tốt,,"Cây Nặn Mụn 2 Đầu NM01 Vacosi Pimple Popper đến từ thương hiệu Vacosi sở hữu chất liệu bằng thép không gỉ vô trùng với dạng đầu hình tròn có lỗ rỗng, giúp loại bỏ những vết mụn trên da một cách nhanh chóng, tiện lợi và an toàn. Hiện sản phẩm đã có mặt tại Hasaki.
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201100053,Nhíp Lấy Mụn Vacosi Blackhead Tweezers T07,4.0,2,0,"rất_tốt, tốt",,"Nhíp Lấy Mụn Vacosi Blackhead Tweezers T07 là dụng cụ chăm sóc da mụn đến từ thương hiệu Vacosi - Hàn Quốc. Sản phẩm được thiết kế với đầu nhíp nhỏ gọn và sắc bén, giúp lấy mụn chính xác mà không gây tổn thương da. Nhíp được làm từ thép không gỉ chất lượng cao, đảm bảo độ bền và khả năng sử dụng lâu dài.
Vacosi Blackhead Tweezers T07 hiện đã có tại Hasaki.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600019,Serum Vichy 89 Khoáng Chất Phục Hồi Chuyên Sâu 50ml,4.823529411764706,17,0,"tốt, thích, rất_tốt, phục_hồi, hài_lòng, cải_thiện, hiệu_quả",,"Serum Vichy Khoáng Phục Hồi Chuyên Sâu Mineral 89 là dòng serum dưỡng da nổi tiếng từ thương hiệu dược mỹ phẩm Vichy của Pháp, được cô đặc từ thành phần khoáng chất quý giá dưới lòng núi lửa triệu năm tại Auvergne - Pháp, giúp củng cố hàng rào bảo vệ da, hỗ trợ tái tạo và phục hồi, cho da mịn màng, căng mượt và tràn đầy sức sống.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600072,"Kem Chống Nắng Vichy Bảo Vệ, Giảm Lão Hóa 50ml",4.428571428571429,24,1,"tốt, ổn, thích, nhanh, rất_tốt, rất_thích, chất_lượng","không_hợp, không_thích, tệ","Kem Chống Nắng Vichy Capital Soleil 3 in 1 SPF50+ 50ml là sản phẩm kem chống nắng đến từ thương hiệu Vichy - Pháp. Sản phẩm có khả năng chống nắng, chống tia UVA, UVB, chỉ số SPF50+ nhằm bảo vệ làn da khỏi tác hại của ánh nắng mặt trời. Bên cạnh đó, sản phẩm còn giúp chống ô nhiễm và bụi mịn, chức năng 3 trong 1 rất tiện lợi.
Kem Chống Nắng Vichy Capital Soleil 3 in 1 SPF50+ hiện đã có tại Hasaki với 3 phân loại:
Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ Thoáng Mịn Ngăn Sạm Da Có Màu 50ml
Kem Chống Nắng Vichy Capital Soleil Anti-Ageing 3-In-1 SPF50 Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml
Kem Chống Nắng Vichy Capital Soleil Mattifying 3 in 1 SPF50+ Chống Bụi Mịn Cho Da Dầu Mụn 50ml
Thông tin sản phẩm:
1. Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ Thoáng Mịn Ngăn Sạm Da Có Màu 50ml
Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ là sản phẩm dành cho tình trạng da sạm, xỉn màu, đốm sắc tố. Công thức sử dụng màng lọc chống nắng tối ưu giúp bảo vệ da trước tia UVA và UVB, cùng thành phần chính từ Phe-Resorcinol và nước khoáng núi lửa Vichy nuôi dưỡng da hiệu quả, ngăn ngừa sạm da, giảm thâm nám. Sản phẩm có màu nhẹ giúp che phủ khuyết điểm tự nhiên.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600074,Serum Vichy 89 Khoáng Chất Phục Hồi Chuyên Sâu 30ml,4.666666666666667,17,1,"tốt, hài_lòng, thích, rất_tốt, cải_thiện, phục_hồi, chất_lượng",không_hài_lòng,"Serum Vichy Khoáng Phục Hồi Chuyên Sâu Mineral 89 là dòng serum dưỡng da nổi tiếng từ thương hiệu dược mỹ phẩm Vichy của Pháp, được cô đặc từ thành phần khoáng chất quý giá dưới lòng núi lửa triệu năm tại Auvergne - Pháp, giúp củng cố hàng rào bảo vệ da, hỗ trợ tái tạo và phục hồi, cho da mịn màng, căng mượt và tràn đầy sức sống.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600141,Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu & Giảm Nhờn 200ml,4.714285714285714,13,0,"sạch, tốt, thích, hiệu_quả",dị_ứng,"Sữa Rửa Mặt Dạng Gel Giúp Làm Sạch Sâu Và Giảm Bã Nhờn Trên Da Vichy Normaderm Phytosolution Intensive Purifying Gel là dòng sữa rửa mặt dạng gel dành cho da dầu mụn đến từ thương hiệu dược mỹ phẩm Vichy. Công thức với nước khoáng Vichy và các thành phần hoạt tính như Zinc oxide, Copper, Salicylic acid, Bifidus Probiotics giúp làm sạch sâu, se khít lỗ chân lông và kiềm dầu hiệu quả mà không làm khô da. Sản phẩm là sự lựa chọn tối ưu dành cho làn da dầu mụn và nhạy cảm, giúp mang lại làn da sạch thoáng, thanh khiết, không còn nỗi lo về mụn và lỗ chân lông được thu nhỏ.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600144,Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu Da Dầu Mụn 50ml,4.714285714285714,13,0,"tốt, sạch, thích, hiệu_quả",dị_ứng,"Sữa Rửa Mặt Dạng Gel Giúp Làm Sạch Sâu Và Giảm Bã Nhờn Trên Da Vichy Normaderm Phytosolution Intensive Purifying Gel là dòng sữa rửa mặt dạng gel dành cho da dầu mụn đến từ thương hiệu dược mỹ phẩm Vichy. Công thức với nước khoáng Vichy và các thành phần hoạt tính như Zinc oxide, Copper, Salicylic acid, Bifidus Probiotics giúp làm sạch sâu, se khít lỗ chân lông và kiềm dầu hiệu quả mà không làm khô da. Sản phẩm là sự lựa chọn tối ưu dành cho làn da dầu mụn và nhạy cảm, giúp mang lại làn da sạch thoáng, thanh khiết, không còn nỗi lo về mụn và lỗ chân lông được thu nhỏ.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,9,0,"tốt, rất_tốt, hiệu_quả, ổn",chậm,"LiftActiv Collagen Specialist là dòng sản phẩm kem dưỡng chuyên biệt dành cho làn da lão hóa đến từ thương hiệu dược mỹ phẩm Vichy, với thành phần chính là phức hợp Peptide và Vitamin CG có khả năng kích hoạt tái tạo collagen và tăng cường khả năng chống oxy hóa, từ đó giúp cải thiện các dấu hiệu lão hóa, mang đến cho bạn làn da sáng mịn và săn chắc hơn.
BỔ SUNG COLLAGEN CHO DA, CHỐNG LẠI QUÁ TRÌNH LÃO HÓA SỚM
Bạn có biết, trung bình làn da mất đi 1% collagen mỗi năm, khiến da lão hóa theo thời gian và giảm dần độ săn chắc. Làn da của phụ nữ 80 tuổi sẽ có khả năng sản sinh collagen thấp hơn đến 75% so với làn da của phụ nữ ở độ tuổi 20. Do đó, nếu không bổ sung collagen kịp thời, da sẽ sớm xuất hiện các dấu hiệu lão hóa như bị khô, giảm độ đàn hồi và có nếp nhăn từ 25 tuổi.
Sau một quá trình nghiên cứu và phát triển, thương hiệu dược mỹ phẩm Vichy đã cho ra đời dòng kem dưỡng collagen chuyên biệt LIFTACTIV COLLAGEN SPECIALIST với thành phần chính là 2 hoạt chất Peptides – hoạt chất ưu việt trong việc kích hoạt tái tạo collagen trên da. Hiệu quả của 2 hoạt chất Peptides nói riêng và sản phẩm kem dưỡng collagen chuyên biệt LIFTACTIV COLLAGEN SPECIALIST nói chung đã được chứng minh khoa học giúp da được nâng cơ, trở nên căng mịn và săn chắc hơn sau 4 tuần sử dụng.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600182,Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu & Giảm Nhờn 400ml,4.466666666666667,13,1,"sạch, tốt, thích, hiệu_quả","chậm, dị_ứng","Sữa Rửa Mặt Dạng Gel Giúp Làm Sạch Sâu Và Giảm Bã Nhờn Trên Da Vichy Normaderm Phytosolution Intensive Purifying Gel là dòng sữa rửa mặt dạng gel dành cho da dầu mụn đến từ thương hiệu dược mỹ phẩm Vichy. Công thức với nước khoáng Vichy và các thành phần hoạt tính như Zinc oxide, Copper, Salicylic acid, Bifidus Probiotics giúp làm sạch sâu, se khít lỗ chân lông và kiềm dầu hiệu quả mà không làm khô da. Sản phẩm là sự lựa chọn tối ưu dành cho làn da dầu mụn và nhạy cảm, giúp mang lại làn da sạch thoáng, thanh khiết, không còn nỗi lo về mụn và lỗ chân lông được thu nhỏ.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
201600198,Kem Chống Nắng Vichy Chống Bụi Mịn Cho Da Dầu Mụn 50ml,4.09375,24,4,"tốt, ổn, thích, rất_thích, nhanh, rất_tốt, rất_hợp","không_hợp, tệ, không_thích, không_ổn, không_hài_lòng, thất_vọng","Kem Chống Nắng Vichy Capital Soleil 3 in 1 SPF50+ 50ml là sản phẩm kem chống nắng đến từ thương hiệu Vichy - Pháp. Sản phẩm có khả năng chống nắng, chống tia UVA, UVB, chỉ số SPF50+ nhằm bảo vệ làn da khỏi tác hại của ánh nắng mặt trời. Bên cạnh đó, sản phẩm còn giúp chống ô nhiễm và bụi mịn, chức năng 3 trong 1 rất tiện lợi.
Kem Chống Nắng Vichy Capital Soleil 3 in 1 SPF50+ hiện đã có tại Hasaki với 3 phân loại:
Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ Thoáng Mịn Ngăn Sạm Da Có Màu 50ml
Kem Chống Nắng Vichy Capital Soleil Anti-Ageing 3-In-1 SPF50 Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml
Kem Chống Nắng Vichy Capital Soleil Mattifying 3 in 1 SPF50+ Chống Bụi Mịn Cho Da Dầu Mụn 50ml
Thông tin sản phẩm:
1. Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ Thoáng Mịn Ngăn Sạm Da Có Màu 50ml
Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ là sản phẩm dành cho tình trạng da sạm, xỉn màu, đốm sắc tố. Công thức sử dụng màng lọc chống nắng tối ưu giúp bảo vệ da trước tia UVA và UVB, cùng thành phần chính từ Phe-Resorcinol và nước khoáng núi lửa Vichy nuôi dưỡng da hiệu quả, ngăn ngừa sạm da, giảm thâm nám. Sản phẩm có màu nhẹ giúp che phủ khuyết điểm tự nhiên.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
204000033,Nước Hoa Hồng Evoluderm Dành Cho Da Khô Và Nhạy Cảm 500ml,4.2727272727272725,9,1,"tốt, rất_tốt, thích, chất_lượng, sạch, rẻ",không_thích,"Nước Hoa Hồng Evoluderm Toning Lotion là sản phẩm toner đến từ thương hiệu mỹ phẩm Evoluderm của Pháp có thể hỗ trợ loại bỏ các tạp chất, khói, bụi bẩn tích tụ trong lỗ chân lông, đồng thời cân bằng độ ẩm cho da. Ngoài ra, sản phẩm này còn cung cấp cho da độ ẩm cần thiết, nuôi dưỡng da giúp da mềm mại, tránh cho da không bị mất nước, mang đến cảm giác thoải mái và cho làn da được thông thoáng, thư giãn.
Tại Hasaki, Nước Hoa Hồng Evoluderm đang có các loại:
Nước Hoa Hồng Evoluderm Toning Lotion for Sensitive Skin (250ml, 500ml): Dành Cho Da Khô Và Nhạy Cảm
Nước Hoa Hồng Evoluderm Toning Lotion for Combination to Oily Skin 250ml: Dành Cho Da Hỗn Hợp Và Dầu Mụn 
Nước Hoa Hồng Evoluderm Toning Lotion for Normal Skin 250ml: Bổ Sung Vitamin E Cho Da Thường 
   


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
204000059,Combo Xịt Khoáng Evoluderm Cấp Nước Cho Da 150ml & 400ml,4.241379310344827,23,3,"ổn, thích, tốt, rẻ, chất_lượng, cao_cấp",dị_ứng,"Xịt Khoáng Cung Cấp Nước Evoluderm Atomiseur Eau Pure thuộc thương hiệu Evoluderm được sản xuất, đóng gói tại Pháp đạt tiêu chuẩn GMP và ISO 9002. Với thành phần chính là nước tinh khiết nên xịt khoáng Evoluderm đảm bảo lành tính và không gây kích ứng với các loại da, thậm chí cả những người sở hữu làn da mỏng manh, nhạy cảm. Sản phẩm xịt khoáng có thể sử dụng cho cả mặt và toàn thân.
 





Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
